"0","TEXT_TSTPLN104_02148_SEQ_00","寶杖大街的穆穆妮，看起來不太滿意。"
"1","TEXT_TSTPLN104_02148_SEQ_01","我決定和穆穆妮一起去找蕨餅師傅。<hex:02100103>到伊修加爾德的聖瓦勒魯瓦揚廣場找「苦茲力」吧。"
"2","TEXT_TSTPLN104_02148_SEQ_02","我從苦茲力那裡聽說了事情的原委。<hex:02100103>為了幫他奪回被可麗可麗甜點團搶走的行李，<hex:02100103>到龍堡參天高地的尾羽集落東邊和「苦茲力」會合吧。"
"3","TEXT_TSTPLN104_02148_SEQ_03","我和苦茲力會合後，決定前往可麗可麗甜點團的根據地。<hex:02100103>他說，在路上可能會遭到可麗可麗甜點團的襲擊。<hex:02100103>沿著尾羽集落東邊的「悄聲小道」前進，如果被阻擋就擊退他們吧。"
"4","TEXT_TSTPLN104_02148_SEQ_04","擊退了襲擊而來的可麗可麗甜點團員。再次沿著「悄聲小道」前進，<hex:02100103>如果被阻擋就擊退他們吧。"
"5","TEXT_TSTPLN104_02148_SEQ_05","再次擊退了襲擊而來的可麗可麗甜點團員。<hex:02100103>繼續沿著「悄聲小道」前進，<hex:02100103>如果被阻擋就擊退他們吧。"
"6","TEXT_TSTPLN104_02148_SEQ_06","又擊退了一波襲擊而來的可麗可麗甜點團員。<hex:02100103>到尾羽集落北邊和「苦茲力」說話吧。"
"7","TEXT_TSTPLN104_02148_SEQ_07","我和苦茲力談過了。可麗可麗甜點團的根據地，似乎在東北邊的洞窟裡。<hex:02100103>到陸行鳥之森東北邊的洞窟，擊退所有妨礙，<hex:02100103>從「被搶走的貨物」中取得「蕨餅粉」吧。"
"8","TEXT_TSTPLN104_02148_SEQ_08","取得了蕨餅粉。把「蕨餅粉」交給尾羽集落北邊的「苦茲力」吧。"
"9","TEXT_TSTPLN104_02148_SEQ_09","我把蕨餅粉交給苦茲力了。這樣他應該就能做出蕨餅了。<hex:02100103>到聖瓦勒魯瓦揚廣場和「穆穆妮」說話吧。"
"10","TEXT_TSTPLN104_02148_SEQ_10","我向穆穆妮說明了事情經過，然後去吃了苦茲力做的蕨餅。<hex:02100103>她似乎很滿意，終於吃到了她夢寐以求的蕨餅。<hex:02100103>她應該很快就會動身前往苦茲力的故鄉，據說那就是蕨餅的發源地。"
"11","TEXT_TSTPLN104_02148_SEQ_11",""
"12","TEXT_TSTPLN104_02148_SEQ_12",""
"13","TEXT_TSTPLN104_02148_SEQ_13",""
"14","TEXT_TSTPLN104_02148_SEQ_14",""
"15","TEXT_TSTPLN104_02148_SEQ_15",""
"16","TEXT_TSTPLN104_02148_SEQ_16",""
"17","TEXT_TSTPLN104_02148_SEQ_17",""
"18","TEXT_TSTPLN104_02148_SEQ_18",""
"19","TEXT_TSTPLN104_02148_SEQ_19",""
"20","TEXT_TSTPLN104_02148_SEQ_20",""
"21","TEXT_TSTPLN104_02148_SEQ_21",""
"22","TEXT_TSTPLN104_02148_SEQ_22",""
"23","TEXT_TSTPLN104_02148_SEQ_23",""
"24","TEXT_TSTPLN104_02148_TODO_00","在聖瓦勒魯瓦揚廣場尋找苦茲力"
"25","TEXT_TSTPLN104_02148_TODO_01","到尾羽集落東邊和苦茲力會合"
"26","TEXT_TSTPLN104_02148_TODO_02","在悄聲小道上前進 擊退攔路的敵人"
"27","TEXT_TSTPLN104_02148_TODO_03","繼續在悄聲小道上前進 擊退攔路的敵人"
"28","TEXT_TSTPLN104_02148_TODO_04","在悄聲小道上前進，擊退攔路的敵人"
"29","TEXT_TSTPLN104_02148_TODO_05","與尾羽集落北邊的苦茲力交談"
"30","TEXT_TSTPLN104_02148_TODO_06","擊退所有妨礙，從被搶走的貨物中取得蕨餅粉"
"31","TEXT_TSTPLN104_02148_TODO_07","將蕨餅粉遞交給尾羽集落北邊的苦茲力"
"32","TEXT_TSTPLN104_02148_TODO_08","與伊修加爾德的穆穆妮交談"
"33","TEXT_TSTPLN104_02148_TODO_09",""
"34","TEXT_TSTPLN104_02148_TODO_10",""
"35","TEXT_TSTPLN104_02148_TODO_11",""
"36","TEXT_TSTPLN104_02148_TODO_12",""
"37","TEXT_TSTPLN104_02148_TODO_13",""
"38","TEXT_TSTPLN104_02148_TODO_14",""
"39","TEXT_TSTPLN104_02148_TODO_15",""
"40","TEXT_TSTPLN104_02148_TODO_16",""
"41","TEXT_TSTPLN104_02148_TODO_17",""
"42","TEXT_TSTPLN104_02148_TODO_18",""
"43","TEXT_TSTPLN104_02148_TODO_19",""
"44","TEXT_TSTPLN104_02148_TODO_20",""
"45","TEXT_TSTPLN104_02148_TODO_21",""
"46","TEXT_TSTPLN104_02148_TODO_22",""
"47","TEXT_TSTPLN104_02148_TODO_23",""
"48","TEXT_TSTPLN104_02148_MUMUNI_000_000","唔……嘴巴裡還是有股怪味……。都已經碰到這種事了，<hex:02100103>我一定要吃到真正的蕨餅才能回去！"
"49","TEXT_TSTPLN104_02148_MUMUNI_000_001","美食商人，真的沒有其他方法可以弄到真正的蕨餅了嗎？"
"50","TEXT_TSTPLN104_02148_MESTONNAUX_000_002","是啊……。製作蕨餅、並批發到我們店裡的，<hex:02100103>是一位從東方來的敖龍族師傅。"
"51","TEXT_TSTPLN104_02148_MESTONNAUX_000_003","現在蕨餅缺貨，也是因為他沒在做蕨餅了。<hex:02100103>還是你要直接去問問他？"
"52","TEXT_TSTPLN104_02148_MESTONNAUX_000_004","他的名字叫做「苦茲力」。<hex:02100103>如果你去聖瓦勒魯瓦揚廣場附近找，應該就能找到他。"
"53","TEXT_TSTPLN104_02148_MUMUNI_000_005","好，我們馬上去找「苦茲力」先生吧。放心吧，<hex:02100103>事情解決後，我會豪爽地給你應得的報酬！"
"54","TEXT_TSTPLN104_02148_MUMUNI_000_010","這位就是苦茲力先生嗎……？"
"55","TEXT_TSTPLN104_02148_KUZUKIRI_000_020","你在找一位叫做苦茲力的蕨餅師傅？<hex:02100103>如果是的話，那就沒錯了……。"
"56","TEXT_TSTPLN104_02148_KUZUKIRI_000_021","……原來如此……你和那邊那個小不點，大老遠跑到這裡來，<hex:02100103>就是為了吃蕨餅啊。真不湊巧。"
"57","TEXT_TSTPLN104_02148_KUZUKIRI_000_022","其實，我之前去買做蕨餅的原料，<hex:02100103>回程的時候被異端者組織「可麗可麗甜點團」襲擊，<hex:02100103>買的東西全部都被搶走了。"
"58","TEXT_TSTPLN104_02148_KUZUKIRI_000_023","我沒有能力和異端者戰鬥……。但是，如果你願意幫我奪回行李，<hex:02100103>我就答應你，做給你最棒的蕨餅吃。"
"59","TEXT_TSTPLN104_02148_KUZUKIRI_000_024","如果你願意幫忙，就到龍堡參天高地來吧。<hex:02100103>我們在尾羽集落東邊會合。"
"60","TEXT_TSTPLN104_02148_KUZUKIRI_000_030","如果你願意幫忙，就到龍堡參天高地來吧。"
"61","TEXT_TSTPLN104_02148_MUMUNI_000_035","冒險者，你平安回來了……！<hex:02100103>如果能成功奪回苦茲力先生的行李，<hex:02100103>我們就能好好享受美味的蕨餅了。"
"62","TEXT_TSTPLN104_02148_KUZUKIRI_000_040","你來了啊，真是感謝。請你務必幫我奪回行李。"
"63","TEXT_TSTPLN104_02148_KUZUKIRI_000_041","搶走我行李的「可麗可麗甜點團」的根據地，就在北邊的洞窟裡。<hex:02100103>我會帶你到附近。"
"64","TEXT_TSTPLN104_02148_KUZUKIRI_000_042","「可麗可麗甜點團」似乎會襲擊所有經過這裡的旅人和商人，<hex:02100103>不論對象是誰。<hex:02100103>我們要小心一點，先沿著這條小路往北邊走。"
"65","TEXT_TSTPLN104_02148_BALLOON_000_050","嗯嗯！我聞到黃豆粉的味道了！"
"66","TEXT_TSTPLN104_02148_BALLOON_000_051","把甜點交出來！"
"67","TEXT_TSTPLN104_02148_BALLOON_000_052","糖分！糖分！"
"68","TEXT_TSTPLN104_02148_KUZUKIRI_000_060","太好了，你沒事。<hex:02100103>「可麗可麗甜點團」這些傢伙，真是毫無節操……。"
"69","TEXT_TSTPLN104_02148_KUZUKIRI_000_061","他們的根據地，就在這裡往東北邊走的洞窟裡。我會在這裡等，<hex:02100103>你一定要小心，把行李搶回來……！"
"70","TEXT_TSTPLN104_02148_KUZUKIRI_000_070","他們的根據地，就在這裡往東北邊走的洞窟裡。我會在這裡等，<hex:02100103>你一定要小心，把行李搶回來……！"
"71","TEXT_TSTPLN104_02148_KUZUKIRI_000_080","你回來了……！怎麼樣，有把我的行李搶回來嗎？"
"72","TEXT_TSTPLN104_02148_KUZUKIRI_000_081","太好了，沒錯！這就是我買的做蕨餅的原料……對，是蕨餅粉。"
"73","TEXT_TSTPLN104_02148_KUZUKIRI_000_082","真是感謝，這樣我就能做蕨餅了。<hex:02100103>我們馬上回皇都去準備吧。我還要通知那個心急的小鬼。"
"74","TEXT_TSTPLN104_02148_KUZUKIRI_000_090","蕨餅已經準備好了。你帶上那邊那個小鬼，一起來吃吧。"
"75","TEXT_TSTPLN104_02148_MUMUNI_000_100","我聽苦茲力先生說了。你成功幫他奪回了行李，真是太謝謝你了！"
"76","TEXT_TSTPLN104_02148_MUMUNI_000_101","好，這樣我們終於可以吃到蕨餅了。<hex:02100103>苦茲力先生說他已經在「忘憂騎士亭」準備好了，我們快去吧！"
"77","TEXT_TSTPLN104_02148_MUMUNI_000_102","嗯～好吃欸！這就是我一直渴望的點心！"
"78","TEXT_TSTPLN104_02148_MUMUNI_000_103","這滑順又Ｑ彈的口感……以及淡雅細緻的甜味……果然，<hex:02100103>真正的蕨餅最棒了！"
"79","TEXT_TSTPLN104_02148_KUZUKIRI_000_104","……那就好。還有很多，儘管吃個痛快吧。"
"80","TEXT_TSTPLN104_02148_MUMUNI_000_105","真的嗎？我、我真的可以全部吃掉嗎？<hex:02100103>這樣一來，你沒有東西可以賣怎麼辦？"
"81","TEXT_TSTPLN104_02148_KUZUKIRI_000_106","沒關係，反正那些我以為拿不回來的材料，<hex:02100103>也是多虧你們才失而復得的。"
"82","TEXT_TSTPLN104_02148_KUZUKIRI_000_107","而且，聽說你們大老遠跑來這裡，<hex:02100103>就只是為了吃蕨餅……讓我忍不住想讓你們吃個夠……。"
"83","TEXT_TSTPLN104_02148_KUZUKIRI_000_108","蕨餅是我家鄉的傳統點心。看到你這麼喜歡，真是太好了。"
"84","TEXT_TSTPLN104_02148_MUMUNI_000_109","你的故鄉……是在東方！？我還以為是伊修加爾德的名產呢！"
"85","TEXT_TSTPLN104_02148_KUZUKIRI_000_110","我聽說原本是從東方來的旅人，將蕨餅的做法傳到了這裡，<hex:02100103>又因為做蕨餅的原料蕨菜，在這裡很容易種植，<hex:02100103>所以就成為伊修加爾德的點心了。"
"86","TEXT_TSTPLN104_02148_KUZUKIRI_000_111","我離開故鄉已經很久了，<hex:02100103>在那邊好像還會在蕨餅外面，裹上茶粉而不是黃豆粉的吃法。<hex:02100103>那裡簡直就是蕨餅的寶庫，有各式各樣的蕨餅。"
"87","TEXT_TSTPLN104_02148_MUMUNI_000_112","真是太棒了……！我決定好下次旅行的航線了！"
"88","TEXT_TSTPLN104_02148_MUMUNI_000_113","下次我要去尋找新的蕨餅的時候，<hex:02100103>一定要再找你這個得力助手同行才行。"
"89","TEXT_TSTPLN104_02148_MUMUNI_000_114","……不過，在那之前！<hex:02100103>冒險者，你也快點吃蕨餅吧。這真的很好吃喔♪"
