"0","TEXT_LUCKBA221_03269_SEQ_00","彷徨階梯亭的吉奧圖一邊喝酒一邊審視冒險者。"
"1","TEXT_LUCKBA221_03269_SEQ_01","為了得到節德再生能力的線索，決定開始實驗是否能夠治療食罪靈。在安穆．艾蘭的鼴靈市集和吉奧圖談談。"
"2","TEXT_LUCKBA221_03269_SEQ_02","吉奧圖說要靠酒的力量打倒食罪靈，然後便離開了。據吉奧圖所說，鼴靈的地酒不是凡品。在鼴靈市集調查吉奧圖留下的<hex:02280CFF05454F626AF61EAB920103>。"
"3","TEXT_LUCKBA221_03269_SEQ_03","<hex:02280CFF05454F626AF61EAB920103>似乎只有鼴靈族才喝得了。前往鼴靈市集的東南方，和吉奧圖會合。"
"4","TEXT_LUCKBA221_03269_SEQ_04","吉奧圖成功討伐了食罪靈。治療被打倒的食罪靈，觀察它是否會因治療魔法發生變化。"
"5","TEXT_LUCKBA221_03269_SEQ_05","節德的再生能力好像跟治療魔法是完全不同的兩種事物。節德自己似乎也出於某種行動原理才會實施再生。返回彷徨階梯亭，和吉奧圖談談。"
"6","TEXT_LUCKBA221_03269_SEQ_06","吉奧圖說要一直喝酒，直到想起忽略了什麼。為了不浪費這段時間，冒險者也要做些有意義的事。<hex:02100103><hex:02100103>※任意治療職業的等級達到76級以上時，可以從彷徨階梯亭的吉奧圖那裡領取下一個治療職能任務。"
"7","TEXT_LUCKBA221_03269_SEQ_07",""
"8","TEXT_LUCKBA221_03269_SEQ_08",""
"9","TEXT_LUCKBA221_03269_SEQ_09",""
"10","TEXT_LUCKBA221_03269_SEQ_10",""
"11","TEXT_LUCKBA221_03269_SEQ_11",""
"12","TEXT_LUCKBA221_03269_SEQ_12",""
"13","TEXT_LUCKBA221_03269_SEQ_13",""
"14","TEXT_LUCKBA221_03269_SEQ_14",""
"15","TEXT_LUCKBA221_03269_SEQ_15",""
"16","TEXT_LUCKBA221_03269_SEQ_16",""
"17","TEXT_LUCKBA221_03269_SEQ_17",""
"18","TEXT_LUCKBA221_03269_SEQ_18",""
"19","TEXT_LUCKBA221_03269_SEQ_19",""
"20","TEXT_LUCKBA221_03269_SEQ_20",""
"21","TEXT_LUCKBA221_03269_SEQ_21",""
"22","TEXT_LUCKBA221_03269_SEQ_22",""
"23","TEXT_LUCKBA221_03269_SEQ_23",""
"24","TEXT_LUCKBA221_03269_TODO_00","和鼴靈市集的吉奧圖對話"
"25","TEXT_LUCKBA221_03269_TODO_01","調查<hex:02280CFF05454F626AF61EAB920103>"
"26","TEXT_LUCKBA221_03269_TODO_02","和吉奧圖會合"
"27","TEXT_LUCKBA221_03269_TODO_03","治療被打倒的食罪靈"
"28","TEXT_LUCKBA221_03269_TODO_04","和彷徨階梯亭的吉奧圖對話"
"29","TEXT_LUCKBA221_03269_TODO_05",""
"30","TEXT_LUCKBA221_03269_TODO_06",""
"31","TEXT_LUCKBA221_03269_TODO_07",""
"32","TEXT_LUCKBA221_03269_TODO_08",""
"33","TEXT_LUCKBA221_03269_TODO_09",""
"34","TEXT_LUCKBA221_03269_TODO_10",""
"35","TEXT_LUCKBA221_03269_TODO_11",""
"36","TEXT_LUCKBA221_03269_TODO_12",""
"37","TEXT_LUCKBA221_03269_TODO_13",""
"38","TEXT_LUCKBA221_03269_TODO_14",""
"39","TEXT_LUCKBA221_03269_TODO_15",""
"40","TEXT_LUCKBA221_03269_TODO_16",""
"41","TEXT_LUCKBA221_03269_TODO_17",""
"42","TEXT_LUCKBA221_03269_TODO_18",""
"43","TEXT_LUCKBA221_03269_TODO_19",""
"44","TEXT_LUCKBA221_03269_TODO_20",""
"45","TEXT_LUCKBA221_03269_TODO_21",""
"46","TEXT_LUCKBA221_03269_TODO_22",""
"47","TEXT_LUCKBA221_03269_TODO_23",""
"48","TEXT_LUCKBA221_03269_GIOTT_000_001","咕咚、咕咚、咕咚……哈……"
"49","TEXT_LUCKBA221_03269_GIOTT_000_002","啦哩吼！<hex:02100103>我的搭檔 <hex:022C0DFF07022903EB0203FF02200203> 啊！<hex:02100103>你的實力似乎精進了不少了啊！"
"50","TEXT_LUCKBA221_03269_GIOTT_000_003","嗝……你不用說！<hex:02100103>從你能夠分裂出二重……不，三重的身影來看……<hex:02100103>我就知道這是經歷過慘烈的修行才能掌握的高招！"
"51","TEXT_LUCKBA221_03269_GIOTT_000_004","……你應該能聽出我是在開玩笑吧？<hex:02100103>矮人族怎麼會因為這麼點酒就眼花！"
"52","TEXT_LUCKBA221_03269_GIOTT_000_005","……咳。<hex:02100103>說起來，你想到封印節德再生能力的方法了嗎？"
"53","TEXT_LUCKBA221_03269_GIOTT_000_006","唔，就連這麼厲害的 <hex:022C0DFF07022903EB0203FF02200203> 也無法<hex:02100103>看一次就想出對策來嗎……<hex:02100103>那我們就做個小小的實驗吧。"
"54","TEXT_LUCKBA221_03269_GIOTT_000_007","找到獨行食罪靈打倒，<hex:02100103>然後用你的治療魔法對它進行治療。"
"55","TEXT_LUCKBA221_03269_GIOTT_000_008","當然，食罪靈並非生物，治療應該會失敗才對。<hex:02100103>但透過觀察失敗的反應，<hex:02100103>或許能夠得到和節德能力有關的線索。"
"56","TEXT_LUCKBA221_03269_GIOTT_000_009","我聽來酒館的商隊說，<hex:02100103>正好安穆．艾蘭現在有食罪靈出沒。<hex:02100103>我們這就啟程去鼴靈市集吧！"
"57","TEXT_LUCKBA221_03269_GIOTT_000_050","咕咚、咕咚、咕咚……哈……"
"58","TEXT_LUCKBA221_03269_GIOTT_000_051","我還以為鼴靈族釀出來的酒根本沒辦法喝呢，<hex:02100103>但是嘗起來居然還不錯嘛！"
"59","TEXT_LUCKBA221_03269_GIOTT_000_052","看你的表情，你好像開始不耐煩了。<hex:02100103>但矮人族是越喝越強的……嗝！"
"60","TEXT_LUCKBA221_03269_GIOTT_000_053","你不信？<hex:02100103>那我就證明給你看看！"
"61","TEXT_LUCKBA221_03269_GIOTT_000_054","我已經事先調查過食罪靈的出現地點了。<hex:02100103>我就先行一步，靠酒的力量把它三兩下打倒。"
"62","TEXT_LUCKBA221_03269_GIOTT_000_055","你一會到鼴靈市集東南邊去就行！<hex:02100103>啊……那個鼴靈的地酒還沒喝完，你可以嘗嘗！"
"63","TEXT_LUCKBA221_03269_MORDMASTER_000_060","（★未使用／削除予定★）"
"64","TEXT_LUCKBA221_03269_SYSTEM_000_100","還剩一半左右的鼴靈的地酒。<hex:02100103>散發出強烈的味道。"
"65","TEXT_LUCKBA221_03269_Q1_000_000","要喝下鼴靈的地酒嗎？"
"66","TEXT_LUCKBA221_03269_A1_000_001","喝！"
"67","TEXT_LUCKBA221_03269_A1_000_002","不喝……"
"68","TEXT_LUCKBA221_03269_SYSTEM_000_102","把心一橫，喝光了鼴靈的地酒！<hex:02100103>剛入口的感覺是<hex:0209C7E948FF0AE6B3A5E6B0B4E591B3FF1FE5AE8CE585A8E784A1E6B395E683B3E5838FE79A84E6B3A5E885A5E591B3FF1FE6B290E6B5B4E698A5E9A2A8E888ACE79A84E6B885E788BDE591B3E98193FF10E8888CE5B096E79A84E9BABBE797BAFF1CE6B292E69C89E591B3E98193E79A84E699AEE9809AE6B885E6B0B4FF0DE9AB98E5BAA6E98592E7B2BEFF1CE59B9EE686B6E8B5B7E4BA86E98199E981A0E79A84E9818EE58EBBFF1FE681A8E4B88DE5BE97E8A99BE59292E79CBEE7A59EE79A84E680AAE591B303>，<hex:02100103>最後剩下的卻是<hex:0209B8E948FF19E59689E59AA8E781BCE78792E888ACE79A84E796BCE7979BFF1FE5B08DE887AAE5B7B1E68980E4B88BE6B1BAE5AE9AE79A84E5BE8CE68294FF16E5BEAEE7949CE79A84E6B0B4E69E9CE9A498E9A699FF07E8999BE784A1FF13E699AEE9809AE79A84E98592E7B2BEE591B3FF10E8BC95E5BEAEE79A84E98689E6848FFF13E5B08DE6988EE5A4A9E79A84E5B88CE69C9BFF22E59689E59AA8E8A3A1E69C89E6B299E79FB3E888ACE79A84E795B0E789A9E6849F03>……"
"69","TEXT_LUCKBA221_03269_MORDMASTER_000_103","你喝得真痛快啊，跟那個矮人不相上下！<hex:02100103>除了鼴靈族之外，能把這個酒喝第二口的<hex:02100103>就只有你們倆，真讓人吃驚！"
"70","TEXT_LUCKBA221_03269_SYSTEM_000_104","不知是超越之力還是生物單純的生存本能<hex:02100103>察覺到了危險，於是選擇不喝。"
"71","TEXT_LUCKBA221_03269_MORDMASTER_000_105","還是不喝比較好！<hex:02100103>除了鼴靈族之外，能把這個酒當成普通酒來喝的<hex:02100103>就只有剛才那個矮人，真讓人吃驚！"
"72","TEXT_LUCKBA221_03269_MORDMASTER_000_110","（★未使用／削除予定★）"
"73","TEXT_LUCKBA221_03269_SYSTEM_100_111","有一隻死掉的獨行食罪靈。"
"74","TEXT_LUCKBA221_03269_GIOTT_000_150","看，我已經把食罪靈打倒了！"
"75","TEXT_LUCKBA221_03269_GIOTT_000_151","其實我還打倒了一隻，<hex:02100103>但因為下手太狠，把它打得都看不出原樣了！<hex:02100103>結果害我自己差點吐出來，只好把它給收拾掉了。"
"76","TEXT_LUCKBA221_03269_GIOTT_000_152","總之，你現在應該明白了，<hex:02100103>我就算喝酒，也不會影響到戰鬥。<hex:02100103>就用這個來搞定今天的課題吧。"
"77","TEXT_LUCKBA221_03269_GIOTT_000_153","你能不能對著這個被打倒的食罪靈<hex:02100103>使用治療術呢？"
"78","TEXT_LUCKBA221_03269_GIOTT_000_155","你能不能對著這個被打倒的食罪靈<hex:02100103>使用治療術呢？"
"79","TEXT_LUCKBA221_03269_GIOTT_000_200","唔……跟我猜的一樣，沒反應啊。<hex:02100103>由此得出的結論是？"
"80","TEXT_LUCKBA221_03269_Q2_000_000","治療魔法無效意味著？"
"81","TEXT_LUCKBA221_03269_A2_000_001","食罪靈不是生物"
"82","TEXT_LUCKBA221_03269_A2_000_002","治療魔法沒有治療食罪靈的力量"
"83","TEXT_LUCKBA221_03269_GIOTT_000_202","唔，你說得沒錯。<hex:02100103>食罪靈雖然是由人或動物等生物變異而成，<hex:02100103>但它們並不是活著的。"
"84","TEXT_LUCKBA221_03269_GIOTT_000_203","唔，你說得沒錯。<hex:02100103>先不提方法論，治療魔法就是將生命力分給其他人，<hex:02100103>透過提高其自然治癒力使其恢復的法術。"
"85","TEXT_LUCKBA221_03269_GIOTT_000_204","已經停止生命活動的食罪靈不是生物，<hex:02100103>而是類似於光之乙太所驅動的人偶……<hex:02100103>就算用治療魔法給予它們生命力也沒有意義。"
"86","TEXT_LUCKBA221_03269_GIOTT_000_205","那為什麼節德能輕而易舉地復活食罪靈呢？"
"87","TEXT_LUCKBA221_03269_GIOTT_000_206","不過話說回來，這次節德沒出現呢。<hex:02100103>從我打倒食罪靈到現在都過這麼長時間了……<hex:02100103>她是不是不在附近啊？"
"88","TEXT_LUCKBA221_03269_GIOTT_000_207","仔細想想，在水灘村的一戰也沒聽說她出現過。<hex:02100103>明明那時有很多食罪靈被打倒了……"
"89","TEXT_LUCKBA221_03269_GIOTT_000_208","她會不會有其他的什麼行動原理呢？"
"90","TEXT_LUCKBA221_03269_GIOTT_000_209","嗯，不知道！<hex:02100103>想太多容易傷身，<hex:02100103>先回水晶都喝一杯吧！"
"91","TEXT_LUCKBA221_03269_GIOTT_000_250","咕咚、咕咚、咕咚……哈……<hex:02100103>鼴靈的地酒雖然也不錯，但還是這個最好喝！"
"92","TEXT_LUCKBA221_03269_GIOTT_000_251","看來我的身體已經離不開水晶都的麥酒了！"
"93","TEXT_LUCKBA221_03269_GIOTT_000_252","你看上去一丁點興趣都沒有啊！<hex:02100103>我勸你啊，還是多多享受人生比較好哦？"
"94","TEXT_LUCKBA221_03269_GIOTT_000_253","畢竟不管我喝不喝酒，<hex:02100103>都不可能現在就把節德打倒嘛！"
"95","TEXT_LUCKBA221_03269_GIOTT_000_254","總之，我覺得我們可能遺漏了什麼！<hex:02100103>在想到那是什麼之前我都會在這裡喝酒，<hex:02100103>你也去做點修行或是其他什麼有意義的事吧！"
